Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
68415,1318.1521,428.33923,278.6577,81711,348.5541,0.62995124,0.95622677,0.59582317,0.6877105,1.8830779,0.6843836,1
77878,1145.0647,425.47183,268.34613,71706,347.07077,0.6465621,0.93492895,0.57369804,0.706429,1.8136462,0.707572,1
61773,1245.8615,436.49213,260.99973,80241,366.62836,0.6306027,0.9464199,0.5676523,0.7594161,2.2039542,0.7287694,1
91580,1097.1874,450.96237,299.20624,92456,351.41266,0.606505,0.93534976,0.60071594,0.7159683,1.596977,0.7999271,1
56774,1104.869,404.39957,266.57935,74825,391.84946,0.6226499,0.94774306,0.54278463,0.76508844,2.3158393,0.7557309,1
91062,1134.2589,460.02426,288.35364,82148,343.89108,0.64420253,0.9388241,0.58968216,0.7368276,1.6848073,0.7249879,1
73371,1153.714,420.48572,292.2089,79687,367.20892,0.60640955,0.93452007,0.5554122,0.7528187,1.8128896,0.74318063,1
107153,1407.3704,552.4492,287.37976,102704,288.6584,0.59985423,0.96044356,0.69873905,0.58562154,1.3490772,0.60605305,1
78625,1152.7577,430.1923,285.44153,75183,365.58563,0.6972194,0.9560376,0.64641786,0.73419195,2.1360755,0.74912065,1
70616,1238.8159,425.9271,261.6231,70155,358.77487,0.64609873,0.9575942,0.61983204,0.6877154,2.1804013,0.72731817,1
62278,1180.2476,402.3752,250.59354,62194,351.21802,0.6177313,0.93999684,0.5461414,0.7035568,1.968632,0.7033401,1
58591,1124.3026,403.2083,274.974,70778,386.06793,0.6154302,0.93888927,0.51976025,0.7729604,2.1930308,0.74012345,1
52852,1160.4957,401.25922,280.647,70442,382.9983,0.62955856,0.9462949,0.5491194,0.7395507,2.061088,0.7316407,1
65048,1152.4336,381.41516,268.27725,67507,371.7374,0.65634894,0.9511807,0.56739324,0.7277406,2.0262427,0.7022915,1
90833,1133.2021,380.44183,269.3156,62593,360.42218,0.7549918,0.9593478,0.6307008,0.76912963,2.1233149,0.7504823,0
74418,1120.0759,424.73096,281.0263,73021,371.8035,0.6271727,0.9309325,0.53472745,0.7492317,1.9964124,0.7324292,1
76684,1101.3672,434.63974,243.84016,72946,364.5042,0.66501874,0.94418454,0.6120433,0.7215251,2.3692107,0.7684828,0
68991,1311.5685,443.45825,257.68967,80209,338.5067,0.6183486,0.96559656,0.62436724,0.75018346,2.0921912,0.6893217,1
80113,1335.5668,444.5998,277.28406,81994,315.2541,0.61152875,0.94016564,0.52976215,0.6645892,1.4536576,0.6700823,1
67442,1341.4602,427.85333,268.37274,84506,351.03156,0.6467985,0.95834374,0.6251266,0.7061901,2.067509,0.68665946,1
76876,1194.9954,410.03333,284.85785,85330,369.63962,0.61338997,0.93452585,0.5835365,0.7403742,1.7455623,0.7708093,1
66322,1096.0173,436.33868,252.72235,68343,383.50314,0.6709546,0.9381387,0.58365506,0.76498556,2.4195557,0.75599694,1
86551,1104.1265,428.34576,291.04074,79235,362.1089,0.65724266,0.93674916,0.5748546,0.751318,1.7763206,0.7288686,1
71288,1042.6003,418.50162,250.76526,65089,366.86786,0.68752825,0.932815,0.5770402,0.751973,2.0838246,0.71963406,1
70851,1232.1152,415.2473,246.37524,65107,345.72485,0.6266201,0.9569942,0.59508586,0.70879006,2.085607,0.70655084,1
90890,914.05383,387.3705,268.59937,77845,375.64493,0.7829418,0.94576883,0.58895385,0.7603375,2.297225,0.7754416,0
82254,1416.4094,486.0973,263.31522,86910,297.9253,0.6067453,0.9471175,0.5403106,0.6373813,1.3126215,0.60771847,1
62590,1109.293,390.02808,276.06195,71798,384.09845,0.62896687,0.9411325,0.52788424,0.7631369,2.1736612,0.72969896,1
92217,1123.2633,441.24356,276.05817,79536,349.88394,0.7084387,0.9415741,0.58933043,0.7841581,1.932838,0.70977324,1
66492,1126.1223,409.6314,276.78003,68762,374.19574,0.6293553,0.92926157,0.53125507,0.7694334,1.9477663,0.73969525,1
77003,1309.5825,422.10052,191.92148,65702,307.9696,0.62990505,0.9616033,0.64809775,0.64540917,2.2083268,0.63985646,1
80923,1138.8069,409.93805,273.2299,76052,358.48007,0.68599695,0.9371613,0.5311948,0.7614044,1.7840985,0.71223533,1
54035,1114.1819,417.36945,269.48273,70007,388.6911,0.6126529,0.9412013,0.5252403,0.7628652,2.2369335,0.74628913,1
69222,1100.8855,404.41144,278.31552,66357,374.63092,0.6585572,0.935161,0.54782474,0.7585107,2.0290413,0.7163752,1
66432,1366.5544,449.47687,255.45287,93984,367.94617,0.69492966,0.98092866,0.67041105,0.77664804,2.080913,0.7338582,1
53069,1191.5,410.34277,277.69672,71315,377.63574,0.6281124,0.94675106,0.5503815,0.7454923,2.080498,0.72504246,1
82708,1248.2533,394.0048,274.50705,91550,371.11533,0.7763157,0.9563873,0.58893406,0.8924345,2.0905294,0.6901568,0
72372,1090.7607,461.6134,264.13635,105339,394.7979,0.6221011,0.957325,0.6157435,0.76445365,2.6387317,0.816957,0
75490,1169.3306,410.79224,229.746,69492,355.0541,0.7318117,0.94775534,0.61578846,0.7650355,2.3699138,0.7801931,0
84813,1073.2305,420.27936,268.0147,77208,357.67346,0.70592093,0.93796986,0.54716223,0.7340238,1.9389703,0.718461,1
79300,1055.7496,413.11896,214.07362,62823,337.8905,0.6881826,0.9429837,0.6217445,0.67022264,2.371534,0.8083831,0
86377,1252.0947,437.4772,289.11044,82911,334.45554,0.5955097,0.9384146,0.5655251,0.6754555,1.552566,0.7178786,1
97509,1169.6565,438.79523,242.22731,54894,304.33832,0.7028481,0.9516498,0.62211466,0.6612432,1.9972923,0.6923265,1
72929,1086.6455,383.79056,279.08096,76698,372.87595,0.6584119,0.93527156,0.51237005,0.77299035,1.8900337,0.7323059,1
69815,1081.851,445.1231,258.3673,91484,386.42484,0.66113997,0.94839483,0.6119891,0.8081101,2.4556837,0.79204696,0
69081,1253.1117,475.8814,221.11568,81308,365.6673,0.5896575,0.9554813,0.56193316,0.73036975,2.6153543,0.71602285,0
58617,1107.5587,427.14294,254.92583,72310,393.49536,0.6058374,0.92920446,0.5358674,0.7979255,2.272253,0.80514085,1
73962,1325.1577,443.02628,278.9734,82185,336.2912,0.62676716,0.94571346,0.5555525,0.7031746,1.7503396,0.6891258,1
66150,1114.1459,409.04608,278.06064,74192,384.95468,0.5851877,0.9296157,0.5087583,0.76031244,2.090969,0.7580907,1
83739,1025.2618,390.06165,252.19203,69557,377.9254,0.7564099,0.9567047,0.6265798,0.7545965,2.3234603,0.76230246,0
91544,909.748,438.3716,239.33704,60829,348.01556,0.7711601,0.9349153,0.62818646,0.7837174,2.385604,0.6910651,0
60403,1111.6012,396.20306,269.7744,64382,379.66968,0.65452313,0.94322044,0.56976473,0.7378867,2.09173,0.7235861,1
61119,1075.4268,470.3167,254.10413,85420,403.89322,0.544146,0.9350794,0.5268795,0.7501683,2.485211,0.80061275,1
66961,1116.5911,411.78967,281.31516,67246,372.7367,0.642031,0.9326946,0.5381492,0.76496166,1.996515,0.71632594,1
62330,1296.1227,478.44534,235.94931,89808,366.24228,0.6391998,0.96933556,0.63564086,0.6984781,2.3597603,0.73601747,1
97823,1304.1108,482.4104,284.56915,97403,323.64526,0.622354,0.94994843,0.6419225,0.67819923,1.6909208,0.66676575,1
83751,1047.6321,429.06476,232.01686,69806,345.76938,0.75801694,0.938487,0.608592,0.7452948,1.9318806,0.6932434,1
93952,1134.5814,411.24304,261.26837,59864,347.21817,0.77705276,0.95477176,0.650995,0.72080916,2.0560703,0.71449953,1
80302,1266.7981,402.96033,264.84058,104401,387.59122,0.73882806,0.9649647,0.6390155,0.8348546,2.4659257,0.74533165,0
55090,1142.8337,416.91678,255.21191,73260,382.4521,0.6342472,0.9422827,0.5711334,0.80498374,2.1906726,0.773679,1
93800,1207.0122,421.0842,248.40948,76149,333.70587,0.71923137,0.94738555,0.5960709,0.70932806,1.6515331,0.69827294,1
62581,1192.5165,403.1266,268.8022,68906,357.85376,0.6222816,0.95164466,0.5638697,0.66093314,2.0016813,0.68442243,1
86869,1016.66235,430.81308,267.5443,74080,371.2626,0.6946029,0.9373586,0.5639862,0.73493063,2.3710828,0.731961,1
77735,1125.6499,388.70114,275.2022,86400,372.52744,0.78074783,0.9608006,0.61177874,0.8778176,2.1442375,0.6973242,0
67689,1075.3999,398.3546,254.66891,70093,370.73334,0.6822086,0.9342754,0.5340202,0.7870647,1.9576318,0.74422866,1
101008,950.6019,496.19846,207.21881,73595,313.22003,0.80799145,0.95172673,0.71182615,0.6905083,1.9816823,0.6270612,0
56159,1073.8586,422.1385,259.1193,72427,392.07834,0.5944597,0.9386164,0.52364206,0.77983844,2.3590193,0.76643986,1
58667,1053.0073,436.60004,255.90643,69057,384.018,0.62733424,0.93573165,0.5586576,0.79103,2.257555,0.7700541,1
81515,1057.1523,433.05066,255.89725,70247,355.06125,0.6956123,0.9396938,0.5978741,0.75685084,2.0800138,0.72623837,1
58498,1130.8948,417.71948,271.9529,69572,371.7272,0.6243585,0.9363986,0.5267168,0.7808709,2.0238876,0.72733593,1
98971,1142.2379,439.75677,302.21112,91549,346.00314,0.6416651,0.94213545,0.61964375,0.69120413,1.5278394,0.73660934,1
71730,1104.029,472.69403,240.33983,74222,378.74524,0.6769396,0.95592844,0.65578157,0.7171775,2.2762473,0.784392,0
66468,1374.302,433.19562,264.97736,85505,366.3493,0.71761805,0.9673267,0.62597275,0.7969333,2.2311516,0.7146902,0
51202,1217.2726,409.68912,278.6764,77401,385.70004,0.66607916,0.9617416,0.6073283,0.7165661,2.0784101,0.73169583,1
66519,1177.7972,530.2004,236.58931,99658,394.2859,0.61469585,0.95887536,0.647942,0.83492535,2.5394397,0.82170117,0
60342,1194.6522,402.8329,286.00742,71511,370.02298,0.61740214,0.94199604,0.5304446,0.75029194,1.9612699,0.71062505,1
61575,1232.7507,408.78842,255.63818,65875,363.8264,0.662508,0.96446717,0.6092949,0.7002871,2.100703,0.7294054,1
70789,1123.6068,412.65338,281.68826,72184,375.09802,0.6783335,0.9529594,0.6323543,0.7084968,2.1164048,0.7529938,1
66290,1130.6497,420.72012,255.1517,83051,383.74445,0.60731834,0.9495614,0.54527843,0.7457011,2.411067,0.7548691,1
58697,1264.6716,410.20993,249.35779,74854,372.55423,0.69124424,0.965425,0.6013411,0.7601778,2.1811247,0.76494247,1
54361,1100.2811,370.04422,240.79901,60821,371.77225,0.5910822,0.92811483,0.5289053,0.72018003,2.0507045,0.80912983,1
70507,1070.6082,386.3673,278.25546,77643,384.2739,0.5991941,0.9336514,0.50830877,0.73612714,2.141704,0.7551869,1
85919,1273.7075,448.50745,279.0467,82800,333.6042,0.65144134,0.943432,0.58161545,0.7193879,1.7611486,0.6917692,1
93733,1124.2972,408.9632,295.31042,87365,361.2284,0.6429734,0.94118404,0.5935409,0.71894044,1.6749723,0.7427112,1
55822,1124.3811,487.0843,244.47957,81181,392.673,0.6053531,0.93530035,0.5698302,0.83672,2.389782,0.808206,1
88658,1127.6064,387.03473,272.0848,77437,366.5058,0.70311254,0.94008887,0.58618903,0.73406005,1.7072703,0.7541503,1
63899,1062.0533,384.82687,272.21204,77982,386.8448,0.636405,0.9467462,0.54382837,0.76840454,2.2896276,0.74127305,1
71416,1113.2045,439.73285,276.59045,80469,381.87384,0.58733976,0.93037635,0.53412485,0.7612772,2.0762134,0.7696272,1
73548,1350.5096,459.56012,266.13074,88766,341.17157,0.63400793,0.96208924,0.650019,0.665385,2.1467836,0.68323827,1
63221,1265.3063,414.4792,239.23245,82640,386.28442,0.63491845,0.95714504,0.6094805,0.80083203,2.4075003,0.7675403,0
59313,1268.4774,423.44208,243.60556,72394,365.55087,0.7070466,0.96140116,0.58058864,0.75104725,2.177509,0.77916104,1
73858,1019.88635,413.60004,263.8675,64002,364.95972,0.6382158,0.93864626,0.56380284,0.7299677,2.082338,0.81347895,0
69030,1220.2848,399.22937,257.04922,80318,376.32803,0.6771251,0.95661557,0.5765983,0.78436863,2.298539,0.7234101,0
70415,1108.1759,399.21246,263.97183,86405,375.7802,0.71484154,0.96041524,0.6058176,0.83388823,2.1953044,0.71062833,0
92165,1296.3403,452.31177,278.62253,87409,330.76007,0.63724387,0.9431557,0.60184926,0.6656253,1.5768114,0.6921687,1
67070,1035.9735,406.31622,263.99866,71210,388.9718,0.64066553,0.94033045,0.5519392,0.73769456,2.3977523,0.7561104,1
74233,1146.4321,430.37408,278.7431,79323,372.9615,0.61622334,0.9328729,0.55842155,0.765535,1.9088321,0.75606465,1
65677,1222.3186,423.14166,238.96378,77304,380.80035,0.6972969,0.9613429,0.66727114,0.74964595,2.1325903,0.7909153,0
56671,1216.8208,417.62384,255.21948,69913,360.29456,0.6249224,0.9539792,0.56202674,0.7615706,2.0551329,0.7100482,1
64877,1266.398,414.27936,272.41846,74296,338.88956,0.59254766,0.9512339,0.5348151,0.65918183,1.7635591,0.6471308,1
67227,1272.4792,415.56378,279.94537,74439,335.60352,0.60090905,0.94239634,0.52140087,0.6781627,1.6403285,0.6579153,1
50553,1171.6371,406.971,277.40076,72633,383.5351,0.63942134,0.9524805,0.5659735,0.7337795,2.0826774,0.72538376,1
56641,1208.8812,416.2259,263.84912,74957,377.59784,0.6427975,0.9565626,0.5751805,0.75316817,2.1664486,0.726491,1
62160,1124.6072,405.9449,252.23499,67575,380.8496,0.6386646,0.93679714,0.5596706,0.77824783,2.1855125,0.75701356,1
58308,1171.1628,446.86267,252.06479,77427,394.93518,0.5901407,0.9333257,0.5296907,0.79107296,2.475326,0.80120265,1
74172,1211.0616,502.01617,238.22937,99533,386.4334,0.6175317,0.9382061,0.64212054,0.7694557,2.7588277,0.8199163,0
61976,1097.7502,424.1396,265.75793,78705,399.01105,0.5759387,0.9312443,0.5218947,0.770492,2.358831,0.80949605,1
73746,1154.6558,393.97894,248.48508,69697,365.75488,0.64042485,0.946377,0.60351974,0.74188906,2.0738683,0.7345692,0
57612,1104.8671,413.33942,261.21106,70550,393.99683,0.60734355,0.9281383,0.5177895,0.786791,2.3191166,0.7938432,1
51571,1160.6382,403.1128,280.07565,71305,384.25085,0.6356603,0.9498035,0.5600478,0.7342096,2.054326,0.7290518,1
66305,1108.2311,424.813,258.25958,73554,386.4602,0.5543131,0.934178,0.51108766,0.721647,2.3482378,0.7372886,1
50918,1130.448,405.74506,266.34436,70989,387.30255,0.6343071,0.95050424,0.5546754,0.7546179,2.1591105,0.74322116,1
88417,1118.7684,455.70566,277.8786,77487,350.87802,0.71897364,0.9515057,0.6334817,0.78954256,2.0474343,0.71400124,1
88532,1224.0554,404.11432,190.6604,67350,296.09665,0.57687217,0.9499256,0.635438,0.602399,1.9893907,0.73567176,0
79475,1174.9712,426.7219,271.19214,69152,338.07803,0.6550651,0.93377477,0.5554381,0.70096844,1.7690034,0.667014,1
72869,1233.6375,387.7628,207.97314,69058,339.41626,0.65516865,0.94665927,0.63923454,0.66934794,2.2493348,0.72620857,0
85829,1206.0867,407.70065,270.51804,82428,354.69742,0.6674433,0.93965757,0.5581516,0.7352905,1.7163098,0.7193302,1
77471,1256.0754,413.15353,299.3864,79394,342.15295,0.6000877,0.9439381,0.56623715,0.656289,1.5780478,0.70297337,1
63433,1189.8141,406.16302,257.31714,71963,382.41626,0.6754897,0.9638098,0.64683694,0.7365875,2.1620815,0.75634843,1
57323,1104.4277,395.38846,237.16368,58278,357.64432,0.60797983,0.92831856,0.53259325,0.73582727,2.162634,0.7256033,1
106212,1042.6399,475.0977,238.07504,82649,339.6247,0.856305,0.95585,0.6889693,0.825581,2.1618242,0.6776953,0
91378,1040.8544,437.2979,240.16995,63529,331.728,0.74683046,0.93844205,0.6179556,0.69157374,1.8705485,0.6697742,1
80671,1058.9435,392.84637,241.16553,60739,363.7162,0.7420282,0.9531224,0.6192212,0.7290058,2.0615551,0.72619045,1
54192,1076.3834,393.7437,249.51828,67393,381.6389,0.6158134,0.92907506,0.5305189,0.77119374,1.9966452,0.77181053,1
64367,1145.894,430.27,260.87775,62045,350.13794,0.5992227,0.9275078,0.47336888,0.75752354,1.8103559,0.75267446,1
70833,1217.7274,407.49902,229.21355,62896,329.9944,0.58579856,0.9480574,0.5285822,0.71711105,1.7803297,0.750705,0
94346,1340.4692,468.18176,273.6199,88533,307.8352,0.65033156,0.9466695,0.5868981,0.6420123,1.3654218,0.6647687,1
57111,1209.2192,496.4073,239.25598,88212,396.43387,0.6478607,0.94526947,0.6107636,0.86131334,2.4830794,0.82855713,0
63129,1216.9812,407.79584,206.89423,62281,324.50314,0.63059044,0.9495895,0.5851584,0.67212784,2.0639014,0.71085775,1
63692,1158.4178,418.21478,269.0585,75638,375.27332,0.61630017,0.93896914,0.5352128,0.7631024,2.2252622,0.7457462,1
54503,1146.1581,413.5627,221.41223,60931,354.31958,0.6506713,0.9412208,0.50580084,0.77174956,2.1442523,0.7670807,1
53351,1126.0505,343.48685,257.04422,62461,390.16437,0.63437337,0.9261774,0.52208835,0.7698608,2.08289,0.77811813,1
57548,1106.6692,418.05713,268.92075,69289,375.40613,0.62833345,0.93555826,0.52988344,0.7899113,2.0607643,0.7338447,1
86606,1183.904,444.12473,202.53656,73429,312.7711,0.6895288,0.946316,0.6587068,0.72195435,2.2113209,0.6108883,0
73788,1265.6245,449.77924,196.7858,57965,298.41675,0.633569,0.95732814,0.55438155,0.7018567,1.8946049,0.69704324,1
86405,1177.4712,444.66742,286.91,87686,348.47217,0.65741223,0.9489963,0.614883,0.77964383,1.9736545,0.7200112,1
85689,1112.7979,454.73468,290.8939,81380,357.87424,0.6510099,0.93632,0.58537555,0.76853883,1.7642677,0.7251619,1
51306,1152.546,417.13806,264.49097,75624,392.18823,0.6404726,0.95615494,0.5693297,0.74213785,2.1681385,0.7521458,1
65111,1262.6239,413.04678,285.68738,74897,344.78302,0.60311073,0.9454897,0.53228015,0.6843996,1.7300198,0.66243786,1
104776,1001.0784,468.54443,247.17296,67226,324.20444,0.7310195,0.9453607,0.6252718,0.7904835,2.2205229,0.711288,0
75229,974.5841,420.13504,263.36337,92372,387.61786,0.63170964,0.94590026,0.5852915,0.75402176,2.3997886,0.7602751,0
57308,1150.2526,389.75092,278.1306,70458,380.36502,0.6312919,0.9443488,0.54005086,0.7629933,2.0708814,0.7223234,1
75998,1038.3666,467.5477,203.90216,64557,337.48105,0.6712807,0.9252618,0.6195233,0.717062,2.4516644,0.66566616,0
69229,1110.9033,391.47635,276.92596,70808,382.0086,0.6295718,0.93041617,0.5211667,0.74749756,2.0963473,0.75319934,1
56888,1112.6918,391.97452,265.4621,69712,378.28418,0.643896,0.9476143,0.556082,0.76931876,2.1169724,0.72225815,1
78552,1053.1921,425.94034,223.7489,69565,358.4961,0.71489054,0.931574,0.6432054,0.7401542,2.2337253,0.7274214,0
73050,1165.0536,426.0537,273.28113,105106,388.0652,0.7175601,0.96394306,0.64068806,0.8155131,2.4748108,0.7577375,0
81909,1170.1877,419.31915,275.25198,68214,340.21402,0.654584,0.9427403,0.58952063,0.6775323,1.8183892,0.679371,1
54424,1193.6808,461.9712,240.23683,80345,389.6519,0.6396639,0.94338757,0.5897518,0.84057254,2.3196,0.81067044,1
55974,1080.9614,423.1656,264.6731,72634,394.41553,0.5895612,0.93959427,0.52069956,0.7680942,2.331674,0.7638999,1
72876,1334.4207,421.17456,261.93256,82266,357.06113,0.6876066,0.97684693,0.6697799,0.7726313,1.9907568,0.713782,0
61863,1174.3425,399.41104,275.80707,66553,366.83652,0.6348862,0.94597584,0.5670296,0.70209324,1.9949362,0.69529307,1
57774,1104.9001,404.25266,261.5987,66083,385.1274,0.64042884,0.948902,0.57580787,0.72517693,2.247726,0.74319655,1
66139,1302.7775,425.41055,269.13116,80871,356.53104,0.6431252,0.9552517,0.6109469,0.7103921,2.0424652,0.69809604,1
82072,977.242,445.8536,232.10669,63976,356.41553,0.7065648,0.94060355,0.63012207,0.7085766,2.0620577,0.7075887,0
51221,1150.4729,401.5317,274.11792,70184,382.81873,0.6356828,0.9485024,0.5542664,0.74683475,2.0843468,0.73070896,1
58010,1200.2764,394.27228,286.3105,76648,387.38293,0.6616948,0.95806617,0.6013718,0.74798954,2.1156745,0.7310411,1
82009,1012.7941,375.69897,283.41443,89482,370.05737,0.7424463,0.9426455,0.5346816,0.8117093,1.9029603,0.73116714,1
91994,1119.0295,464.88272,240.8149,71135,353.86948,0.7641905,0.95056266,0.6697562,0.7746769,2.6810374,0.75981146,0
61723,1102.2738,412.93024,274.06458,69926,384.69757,0.60755295,0.93222606,0.5171498,0.7750918,2.178524,0.7486044,1
73873,1281.2378,451.25708,228.82816,61869,321.9682,0.6611999,0.96287787,0.58616745,0.7246132,1.9738212,0.7063948,1
84126,1146.594,440.5683,196.26457,64082,305.02014,0.68698645,0.9597535,0.6832306,0.60303044,2.293001,0.6699726,0
59025,1099.2579,399.65454,266.9643,78241,391.26422,0.6297833,0.9493854,0.5488684,0.76791894,2.334497,0.7573996,1
57814,1182.4108,410.16824,269.38538,69143,359.80594,0.6200751,0.9476775,0.5456362,0.736163,1.9511523,0.70031035,1
64942,1124.8787,405.04227,285.57016,74975,377.74838,0.6376666,0.946605,0.59775966,0.71366227,2.0297117,0.7433853,1
58470,1106.0059,402.0949,265.80243,69075,376.4336,0.64080644,0.9422177,0.5407444,0.7774693,2.08846,0.7210692,1
87796,1087.3374,443.06616,227.76953,70217,333.1022,0.69117886,0.94750226,0.6617978,0.6869914,2.014215,0.6733824,0
74711,1147.9558,427.0709,292.42703,80304,366.7417,0.6004753,0.93164784,0.550379,0.7529025,1.7624556,0.74818313,1
69292,1150.9576,443.77573,262.25467,93782,398.2025,0.64228153,0.9442717,0.62072736,0.79714525,2.510952,0.825904,0
73196,1085.6418,380.19696,278.32602,75033,379.72528,0.6469488,0.94309974,0.55110866,0.7434355,2.027565,0.7310242,1
82684,1240.406,439.39227,264.52716,70010,329.80692,0.74585795,0.9598005,0.57754886,0.7880144,2.069462,0.71815675,0
51326,1141.5178,443.17288,251.19226,77605,396.25446,0.6261406,0.95308715,0.5558839,0.75791466,2.2635512,0.7729387,1
67774,1084.1517,410.34967,247.65045,65552,372.76337,0.675141,0.9449558,0.60357416,0.72867984,2.2066545,0.7421949,1
84905,1198.7286,402.5427,257.7564,68470,372.52768,0.7900927,0.967528,0.6675494,0.7980607,2.2511363,0.73768175,0
77620,1003.5828,429.82272,268.0247,67394,367.12573,0.6868372,0.93420964,0.5781721,0.74287367,2.0312269,0.7303382,1
72567,1066.7083,418.89044,260.6172,69163,370.04297,0.67233586,0.94134045,0.59405833,0.7457017,2.1907372,0.7599518,1
99022,1276.6102,452.78564,259.79227,81263,295.67725,0.7021273,0.95059574,0.59282565,0.65498793,1.3453224,0.6739846,1
52732,1115.9797,411.97177,266.9023,69069,387.76025,0.6267972,0.9448642,0.53769064,0.74894834,2.2256842,0.74624616,1
98325,1156.7607,423.0267,272.0913,88522,335.07574,0.70906943,0.9451601,0.5731282,0.6978892,1.4423246,0.72379583,1
58787,1187.8738,411.3514,247.28217,74144,382.98798,0.6722552,0.95404524,0.62088776,0.7787838,2.137174,0.7778504,1
78064,1124.7493,397.49594,292.00204,75179,370.8734,0.63466597,0.93322915,0.53892076,0.7433497,1.7975048,0.73561937,1
73193,1150.2638,394.8774,258.10922,69824,375.3798,0.68716407,0.9383392,0.580952,0.77951163,2.0059268,0.73143226,1
70920,1130.1284,410.2637,247.61824,66587,341.68442,0.66669625,0.9532446,0.59187776,0.69218534,1.858061,0.67750514,1
75539,1099.1859,419.16708,219.77493,65231,350.31717,0.7164215,0.9494492,0.6514055,0.6843309,2.50308,0.736225,0
99415,1148.7673,450.98065,262.0332,89558,332.3923,0.70998454,0.95011187,0.6092036,0.80724037,1.9508314,0.77224237,0
84586,1110.5028,442.99988,256.48688,76608,371.77795,0.6886666,0.94398427,0.56433153,0.77580714,2.4846551,0.74511135,1
79113,1058.2228,390.0323,276.7212,79671,367.10834,0.6984089,0.93810195,0.5256987,0.77489626,1.8570217,0.7320759,1
61069,1100.5258,394.17688,268.28058,71056,382.38367,0.63661516,0.942651,0.5313111,0.7763114,2.1817873,0.7265405,1
62231,1097.7012,404.30893,273.792,73125,389.1842,0.57839525,0.93089926,0.50219053,0.765657,2.1918368,0.76191926,1
100817,1223.4058,424.06363,227.55698,68957,302.46054,0.6450571,0.96716285,0.6764498,0.65521455,2.1286592,0.69767034,0
73020,1129.0233,395.62103,286.498,73807,373.19366,0.6271621,0.93215847,0.52481955,0.75349134,1.8459222,0.73146844,1
58896,1302.4307,475.48157,248.35303,97441,396.34543,0.70298254,0.97264963,0.65962845,0.7298131,2.3025227,0.78828704,1
76738,1236.4247,424.85672,273.21442,79752,327.04105,0.64115906,0.9390529,0.5045681,0.70704615,1.4925022,0.6666145,1
98601,1153.1036,464.7104,292.2968,93639,336.50848,0.67794585,0.9478004,0.6155765,0.78486454,1.7983503,0.71306646,1
83522,1055.5564,480.607,221.0781,73936,345.8715,0.6470598,0.9385313,0.58681715,0.7302666,2.522262,0.76662785,0
88311,1185.0142,442.59546,290.50653,81691,344.09326,0.6330407,0.9395555,0.5837668,0.7191994,1.6923081,0.70814735,1
94708,1130.5858,463.44275,204.32312,64638,296.22382,0.6270822,0.95367986,0.6685591,0.6192832,2.167386,0.6075596,0
62127,1040.314,412.87744,247.41754,64199,369.19104,0.6508511,0.93185204,0.55019754,0.7629793,2.0041258,0.7383377,1
65472,1082.4548,424.75897,269.1094,69575,369.81094,0.631377,0.92968136,0.53130734,0.7773125,1.9730365,0.7367949,1
61832,1098.8423,422.14014,270.20093,68980,374.8348,0.61882806,0.9281646,0.50790995,0.7901203,2.0280945,0.74294543,1
65977,1151.5817,413.8647,289.45685,73437,372.37613,0.6074429,0.93255883,0.5341574,0.7629878,1.8861189,0.7343343,1
55511,1212.2725,484.56842,224.85992,86031,391.84082,0.6494651,0.9623821,0.6113657,0.7880143,2.3423238,0.821102,1
89588,1126.387,391.61887,261.38385,69459,351.96515,0.75673693,0.95666945,0.61560094,0.7453771,1.9415736,0.7273243,1
56746,1092.2655,397.3032,256.10104,70647,394.41565,0.64818686,0.93405217,0.5471743,0.8021541,2.2783146,0.79827535,1
72472,1146.1104,401.05048,277.21594,76876,363.88666,0.65117234,0.9403617,0.50930005,0.74630404,1.859036,0.70958734,1
51592,1132.8754,447.01105,249.90002,76180,397.1247,0.6151258,0.9500456,0.542845,0.7732378,2.2987971,0.7723148,1
66495,1059.6443,393.5321,253.9079,73860,375.06345,0.68203306,0.9537283,0.5772252,0.80041957,2.0709658,0.7093734,1
64293,1122.0631,381.4946,262.19687,77430,387.2409,0.63849473,0.94704354,0.5410479,0.76841676,2.3288622,0.7475402,1
86004,1023.07513,439.42444,260.7181,64654,353.30786,0.70881444,0.9325284,0.5677172,0.7899346,2.0685017,0.6953982,1
56079,1116.61,413.91327,237.94519,59146,352.7014,0.61167216,0.93958795,0.5186986,0.7439474,1.9800396,0.74027073,1
90723,1301.2701,452.10107,264.8132,85899,308.09415,0.69567645,0.9510173,0.5840498,0.66577053,1.4216092,0.64631045,1
69432,1161.5007,417.77936,292.6132,75277,369.73373,0.60309446,0.9297514,0.5257113,0.7617604,1.8095826,0.73338413,1
53835,1125.8422,387.64893,242.72498,68406,385.32745,0.61389065,0.92924535,0.54212403,0.77008915,1.9988524,0.78910756,1
62507,1395.546,509.41696,187.7514,97678,378.5547,0.68276507,0.9775017,0.68767774,0.77311885,2.478862,0.85633343,0
65573,1148.8462,412.15912,290.45105,73468,373.1993,0.61000884,0.93402714,0.5394957,0.7596039,1.8943517,0.7327017,1
52065,1172.5865,396.40912,262.8635,73902,386.41272,0.64979184,0.95703286,0.59044135,0.7620847,2.1204343,0.75339866,1
